"Step","mnist_rot - val/steps","mnist_rot - val/steps__MIN","mnist_rot - val/steps__MAX"
"4","15.021084785461426","15.021084785461426","15.021084785461426"
"9","11.337148666381836","11.337148666381836","11.337148666381836"
"14","14.002008438110352","14.002008438110352","14.002008438110352"
"20","14.141164779663086","14.141164779663086","14.141164779663086"
"25","7.878313064575195","7.878313064575195","7.878313064575195"
"30","6.151003837585449","6.151003837585449","6.151003837585449"
"36","5.7606425285339355","5.7606425285339355","5.7606425285339355"
"41","7.831727027893066","7.831727027893066","7.831727027893066"
"46","7.6526103019714355","7.6526103019714355","7.6526103019714355"
"52","4.584136486053467","4.584136486053467","4.584136486053467"
"57","7.353212833404541","7.353212833404541","7.353212833404541"
"62","7.728313446044922","7.728313446044922","7.728313446044922"
"67","5.521084308624268","5.521084308624268","5.521084308624268"
"73","7.227911472320557","7.227911472320557","7.227911472320557"
"78","5.067670822143555","5.067670822143555","5.067670822143555"
"83","5.107630729675293","5.107630729675293","5.107630729675293"
"89","5.744377613067627","5.744377613067627","5.744377613067627"
"94","6.843574523925781","6.843574523925781","6.843574523925781"
"99","5.638554096221924","5.638554096221924","5.638554096221924"
"105","6.920080184936523","6.920080184936523","6.920080184936523"
"110","5.080923557281494","5.080923557281494","5.080923557281494"
"115","4.7989959716796875","4.7989959716796875","4.7989959716796875"
"120","5.816265106201172","5.816265106201172","5.816265106201172"
"126","5.406023979187012","5.406023979187012","5.406023979187012"
"131","6.304417610168457","6.304417610168457","6.304417610168457"
"136","5.2815260887146","5.2815260887146","5.2815260887146"
"142","5.188955783843994","5.188955783843994","5.188955783843994"
"147","5.399196624755859","5.399196624755859","5.399196624755859"
"152","6.306626319885254","6.306626319885254","6.306626319885254"
"158","5.797188758850098","5.797188758850098","5.797188758850098"
"163","5.359437942504883","5.359437942504883","5.359437942504883"
"168","9.500201225280762","9.500201225280762","9.500201225280762"
"173","7.271686553955078","7.271686553955078","7.271686553955078"
"179","6.243172645568848","6.243172645568848","6.243172645568848"
"184","4.7475905418396","4.7475905418396","4.7475905418396"
"189","5.643975734710693","5.643975734710693","5.643975734710693"
"195","4.617469787597656","4.617469787597656","4.617469787597656"
"200","5.500802993774414","5.500802993774414","5.500802993774414"
"205","4.654417514801025","4.654417514801025","4.654417514801025"
"211","7.491164684295654","7.491164684295654","7.491164684295654"
"216","6.496787071228027","6.496787071228027","6.496787071228027"
"221","5.874096393585205","5.874096393585205","5.874096393585205"
"226","6.326706886291504","6.326706886291504","6.326706886291504"
"232","5.49819278717041","5.49819278717041","5.49819278717041"
"237","5.138754844665527","5.138754844665527","5.138754844665527"
"242","5.546988010406494","5.546988010406494","5.546988010406494"
"248","7.071485996246338","7.071485996246338","7.071485996246338"
"253","10.102209091186523","10.102209091186523","10.102209091186523"
"258","7.5586347579956055","7.5586347579956055","7.5586347579956055"
"264","8.016064643859863","8.016064643859863","8.016064643859863"
"269","7.496987819671631","7.496987819671631","7.496987819671631"
"274","6.579317092895508","6.579317092895508","6.579317092895508"
"279","5.568473815917969","5.568473815917969","5.568473815917969"
"285","5.24819278717041","5.24819278717041","5.24819278717041"
"290","7.43996000289917","7.43996000289917","7.43996000289917"
"295","7.096385478973389","7.096385478973389","7.096385478973389"
"301","7.932329177856445","7.932329177856445","7.932329177856445"
"306","8.595582008361816","8.595582008361816","8.595582008361816"
"311","6.570281028747559","6.570281028747559","6.570281028747559"
"317","5.306626319885254","5.306626319885254","5.306626319885254"
"322","6.00783109664917","6.00783109664917","6.00783109664917"
"327","6.6395583152771","6.6395583152771","6.6395583152771"
"332","6.161445617675781","6.161445617675781","6.161445617675781"
"338","5.875100612640381","5.875100612640381","5.875100612640381"
"343","8.006224632263184","8.006224632263184","8.006224632263184"
"348","6.861044406890869","6.861044406890869","6.861044406890869"
"354","5.78574275970459","5.78574275970459","5.78574275970459"
"359","7.683734893798828","7.683734893798828","7.683734893798828"
"364","7.36586332321167","7.36586332321167","7.36586332321167"
"370","5.629919528961182","5.629919528961182","5.629919528961182"
"375","6.8142571449279785","6.8142571449279785","6.8142571449279785"
"380","6.783935546875","6.783935546875","6.783935546875"
"385","6.902409553527832","6.902409553527832","6.902409553527832"
"391","6.681325435638428","6.681325435638428","6.681325435638428"
"396","6.168473720550537","6.168473720550537","6.168473720550537"
"401","5.562047958374023","5.562047958374023","5.562047958374023"
"407","7.474899768829346","7.474899768829346","7.474899768829346"
"412","5.475502014160156","5.475502014160156","5.475502014160156"
"417","7.66204833984375","7.66204833984375","7.66204833984375"
"423","5.888955593109131","5.888955593109131","5.888955593109131"
"428","6.924297332763672","6.924297332763672","6.924297332763672"
"433","8.175501823425293","8.175501823425293","8.175501823425293"
"438","5.929718971252441","5.929718971252441","5.929718971252441"
"444","6.147992134094238","6.147992134094238","6.147992134094238"
"449","5.81365442276001","5.81365442276001","5.81365442276001"
"454","5.692770957946777","5.692770957946777","5.692770957946777"
"460","5.5724897384643555","5.5724897384643555","5.5724897384643555"
"465","7.290562152862549","7.290562152862549","7.290562152862549"
"470","6.325100421905518","6.325100421905518","6.325100421905518"
"476","5.6722893714904785","5.6722893714904785","5.6722893714904785"
"481","5.477309226989746","5.477309226989746","5.477309226989746"
"486","5.663252830505371","5.663252830505371","5.663252830505371"
"491","5.640361309051514","5.640361309051514","5.640361309051514"
"497","6.955622673034668","6.955622673034668","6.955622673034668"
"502","5.377510070800781","5.377510070800781","5.377510070800781"
"507","6.874698638916016","6.874698638916016","6.874698638916016"
"513","6.957429885864258","6.957429885864258","6.957429885864258"
"518","6.61586332321167","6.61586332321167","6.61586332321167"
"523","5.502811431884766","5.502811431884766","5.502811431884766"
"529","6.259437561035156","6.259437561035156","6.259437561035156"
"534","6.189357280731201","6.189357280731201","6.189357280731201"
"539","5.8630523681640625","5.8630523681640625","5.8630523681640625"
"544","6.7445783615112305","6.7445783615112305","6.7445783615112305"
"550","6.791566371917725","6.791566371917725","6.791566371917725"
"555","6.488755226135254","6.488755226135254","6.488755226135254"
"560","6.2815260887146","6.2815260887146","6.2815260887146"
"566","5.776505947113037","5.776505947113037","5.776505947113037"
"571","7.014457702636719","7.014457702636719","7.014457702636719"
"576","7.739156723022461","7.739156723022461","7.739156723022461"
"582","5.5873494148254395","5.5873494148254395","5.5873494148254395"
"587","7.057831287384033","7.057831287384033","7.057831287384033"
"592","7.053614616394043","7.053614616394043","7.053614616394043"
"597","6.93996000289917","6.93996000289917","6.93996000289917"
"603","5.83975887298584","5.83975887298584","5.83975887298584"
"608","7.16385555267334","7.16385555267334","7.16385555267334"
"613","7.587148666381836","7.587148666381836","7.587148666381836"
"619","6.57831335067749","6.57831335067749","6.57831335067749"
"624","6.1526103019714355","6.1526103019714355","6.1526103019714355"
"629","6.490562438964844","6.490562438964844","6.490562438964844"
"635","6.0433735847473145","6.0433735847473145","6.0433735847473145"
"640","6.571686744689941","6.571686744689941","6.571686744689941"
"645","6.258433818817139","6.258433818817139","6.258433818817139"
"650","6.609236717224121","6.609236717224121","6.609236717224121"
"656","6.6965861320495605","6.6965861320495605","6.6965861320495605"
"661","6.725502014160156","6.725502014160156","6.725502014160156"
"666","6.721686840057373","6.721686840057373","6.721686840057373"
"672","6.7110443115234375","6.7110443115234375","6.7110443115234375"
"677","6.420482158660889","6.420482158660889","6.420482158660889"
"682","6.508433818817139","6.508433818817139","6.508433818817139"
"688","6.349598407745361","6.349598407745361","6.349598407745361"
"693","6.566064357757568","6.566064357757568","6.566064357757568"
"698","6.105823516845703","6.105823516845703","6.105823516845703"
"703","6.371485710144043","6.371485710144043","6.371485710144043"
"709","5.981525897979736","5.981525897979736","5.981525897979736"
"714","6.1670684814453125","6.1670684814453125","6.1670684814453125"
"719","6.320281028747559","6.320281028747559","6.320281028747559"
"725","6.438554286956787","6.438554286956787","6.438554286956787"
"730","6.234136581420898","6.234136581420898","6.234136581420898"
"735","6.216465950012207","6.216465950012207","6.216465950012207"
"741","6.436546325683594","6.436546325683594","6.436546325683594"
"746","6.2014055252075195","6.2014055252075195","6.2014055252075195"
"751","6.251405715942383","6.251405715942383","6.251405715942383"
"756","6.346184730529785","6.346184730529785","6.346184730529785"
"762","6.18815279006958","6.18815279006958","6.18815279006958"
"767","6.930321216583252","6.930321216583252","6.930321216583252"
"772","6.438955783843994","6.438955783843994","6.438955783843994"
"778","6.820281028747559","6.820281028747559","6.820281028747559"
"783","6.5006022453308105","6.5006022453308105","6.5006022453308105"
"788","6.478915691375732","6.478915691375732","6.478915691375732"
"794","6.510441780090332","6.510441780090332","6.510441780090332"
"799","6.50421667098999","6.50421667098999","6.50421667098999"
"804","6.271686553955078","6.271686553955078","6.271686553955078"
"809","5.8813252449035645","5.8813252449035645","5.8813252449035645"
"815","6.53032112121582","6.53032112121582","6.53032112121582"
"820","6.529317378997803","6.529317378997803","6.529317378997803"
"825","6.6913652420043945","6.6913652420043945","6.6913652420043945"
"831","6.4554219245910645","6.4554219245910645","6.4554219245910645"
"836","6.401204586029053","6.401204586029053","6.401204586029053"
"841","6.702409744262695","6.702409744262695","6.702409744262695"
"847","6.394377708435059","6.394377708435059","6.394377708435059"